Ticker,Date,KEGQV_Open,KEGQV_High,KEGQV_Low,KEGQV_Close,KEGQV_Volume,MMMCO_Open,MMMCO_High,MMMCO_Low,MMMCO_Close,MMMCO_Volume,ATCEA_Open,ATCEA_High,ATCEA_Low,ATCEA_Close,ATCEA_Volume,IFTHQ_Open,IFTHQ_High,IFTHQ_Low,IFTHQ_Close,IFTHQ_Volume,DEZTN_Open,DEZTN_High,DEZTN_Low,DEZTN_Close,DEZTN_Volume,TOJAL_Open,TOJAL_High,TOJAL_Low,TOJAL_Close,TOJAL_Volume,EDBAW_Open,EDBAW_High,EDBAW_Low,EDBAW_Close,EDBAW_Volume,CRUYB_Open,CRUYB_High,CRUYB_Low,CRUYB_Close,CRUYB_Volume,EYWOT_Open,EYWOT_High,EYWOT_Low,EYWOT_Close,EYWOT_Volume,QCVDS_Open,QCVDS_High,QCVDS_Low,QCVDS_Close,QCVDS_Volume
975.0,2025-03-03,100.62266740221126,101.8680022066338,99.6264043092304,100.0,131006818.15279986,101.87156614212618,102.6785671594006,98.0940924135276,100.0,139856344.74280715,100.0,100.8708264723109,99.7097245092297,100.0,407485816.436412,97.97907577870409,100.16642364373574,97.5035569148228,100.0,64803139.76330188,99.8542240716151,100.29154490579096,99.2711342600332,100.0,797644560.2857774,98.69999885559082,101.00000381469728,98.59999656677245,100.0,750452618.7182711,98.9272320715683,100.7462679264301,98.74066953806847,100.0,92618923.53463076,98.29985069174188,101.70015667822992,97.83616891768943,100.0,2899833341.5006104,101.0944872709715,103.2141863189461,99.7506230196526,100.0,6598391.121512633,99.78964228200624,102.11974334864622,98.93203906867312,100.0,26467763.73055968
975.0,2025-03-04,100.80947833418745,104.5454711359812,100.37361468465032,103.61146402823746,170901109.44359845,97.92238607053484,101.08172692917366,97.8880446258804,100.9787091451712,112608925.00638469,99.5645965820803,99.70973087637648,98.40349454485484,98.83890434845736,514220916.41239774,100.0000000209678,101.04611676156637,99.144076677299,100.42794990225002,36591174.401357874,99.56268407041448,99.85422899056732,99.27113915026165,99.85422899056732,544972788.6337904,99.39999925999376,99.79999889243209,97.40000109780196,99.20000421214633,504384627.33897465,99.62686261675016,101.39924665712454,99.393648337612,100.79290732379556,71700481.10863894,99.69088352827322,101.08192151191442,99.38176479523872,101.08192151191442,1479060634.714043,99.2241716409808,101.89804310431369,98.93323357335892,99.94458820319348,6685875.524267749,99.33656704179306,110.000003715687,99.1585725294382,110.000003715687,82885143.5048614
975.0,2025-03-05,103.42466767549156,105.4171939173526,103.23786388666964,105.23039012853069,101156472.6695969,101.23625837140769,103.19367483249596,99.9828251384294,103.02197416220989,130687531.95009546,98.54862779258136,98.6937690060502,97.0972502614629,97.53266006044149,453196292.2094916,100.33284878885593,100.33284878885593,98.88254600345992,99.23918073525049,22691141.896059558,99.56267995538464,99.70845588492558,99.27113504728166,99.56267995538464,461758804.1545861,99.0000025155651,99.0000025155651,95.90000765792126,97.40000393913682,678757102.9634594,100.55969563506754,101.30596355510322,100.55969563506754,101.25932069807406,56711309.74982406,100.92735618181771,103.40030580968188,100.30911140488044,102.31838666250567,2909882726.9047656,99.95844723376864,100.40178295010172,98.64228672874802,100.11084487719162,6563062.598665349,113.3656932606976,114.6925536249099,110.35598349755531,111.16504499635056,148765275.247666
975.0,2025-03-06,105.1681228192386,106.1643859460454,104.0473238324826,104.35866348235557,136804809.83739406,104.08653618193595,106.45604350028624,103.79464372277128,105.40865234688646,150730000.74270946,97.6778021124966,98.69376985335884,96.95210988035018,98.54862863864396,480297684.6868764,99.23918347541498,99.38183737207012,98.35948444604152,99.0251967351559,40178197.02398695,99.70845509420904,100.14576897740606,99.56267916582416,100.0,642977865.6556246,97.49999893333514,100.20000348143338,96.99999703145662,99.70000157955486,820737430.9366156,101.25932376458238,101.58582377367404,100.46642185972088,101.30596662302403,100069535.25692418,102.93662545600554,104.32766332540172,101.85471366422748,104.01854461775496,2139922495.7757452,99.81990476472092,101.10835081554372,98.78083570986244,100.5818823963096,11264395.175778948,112.0712017909902,114.07767084274634,111.08414577905316,113.2200676329352,93525316.2706343
975.0,2025-03-07,104.04731868958848,105.16811762094515,103.67372300460048,104.17185454338204,105218946.3241578,105.01373152185424,105.16826474429328,101.82004929142158,102.81593151379766,119492986.23587316,98.403494578002,99.56459661561858,97.96807785353876,98.69377008740616,418295333.6178804,98.90632033353364,99.786013431612,98.47835866109092,98.97764138366468,50680873.17942725,99.70846088499238,99.85422987086427,99.2711400254182,99.41691596226934,600152236.416778,99.0000025155651,99.0000025155651,97.20000888545518,97.40000393913682,556755232.4953047,101.30595998391551,103.31155828439177,101.02611174782106,102.61193324604808,115085971.76794843,104.01855263610908,104.32767136758454,101.08192100210638,101.39103973358183,1781057089.4319444,100.59573579851202,102.78471039459932,100.1662573211625,102.52147619495588,8761935.358366512,112.45954255280095,116.87702354112275,111.94174371399568,112.58899534882684,99205511.98211218
975.0,2025-03-10,104.66998721926184,106.22664977941432,104.04731981992228,105.10585083588168,114207776.34504887,102.23213854145465,103.34820597577372,100.94436389034446,101.82004777111672,76697341.85876152,98.4034878275107,99.9999995593556,98.4034878275107,99.41944858037316,490656979.92307,99.26295271283465,99.52449075061722,97.8601952983045,98.02662484353576,40270295.881639,99.416915564544,99.56268454983277,98.10495994204923,98.39650486360595,859044618.7642567,97.79999678747473,97.79999678747473,95.39999908959952,95.60000366612734,594162197.0898359,102.51865120720552,103.21827627060782,101.119401080401,101.5391778976854,78529415.61214519,101.39103973358183,102.00927719653272,100.77280227063092,101.39103973358183,1296497116.234671,102.34137057039936,102.937103871349,100.55417066755044,101.64865792138612,6844962.674647725,112.97734724664672,115.33980534271116,112.05501763143457,114.19093949536264,69748072.78971428
975.0,2025-03-11,103.61145444688437,105.47945661323668,102.49065552235147,105.47945661323668,110922200.14231506,99.89697714200464,101.45947685804654,99.4162100139797,100.99587717746785,82222469.9473562,99.12917330992134,99.85486549560969,98.54862232965613,99.7097242901866,386483839.9799894,97.71753863807224,98.59723763798038,97.28958285771738,98.38325680016492,30737044.097426515,97.9591815657572,97.9591815657572,96.50145699428354,97.2303227555099,841831407.9356375,94.90000041960737,95.0000027112798,93.99999886804264,94.799998127935,525027622.5194602,100.97947154020676,103.54477527635152,100.74626615338238,103.4981324197436,110134003.43785235,100.9273609121698,101.85471706608298,100.61824219419871,101.85471706608298,1133518627.8553593,101.0113646080104,102.5214731250572,99.1964502610641,101.09448674437442,8719408.06315604,111.82848149155878,118.12297897246776,111.45630776971409,115.825247275875,75052485.16419064
975.0,2025-03-12,105.54173078406728,107.16064946373866,104.73225956783828,106.60026184470983,114921936.05086412,101.87156789691632,104.53296765496816,101.15041065314414,102.14629290645792,120556232.44373384,99.70973107805776,100.14514780325506,99.12918005827078,99.12918005827078,388816061.4074329,98.38325650697776,98.66856428988152,97.74131399544429,97.95529483262212,34330692.878466964,97.08454596039846,98.54227746990104,96.93877698003558,97.6676357838079,648035312.2024775,94.80000292101984,94.90000521774834,93.90001086069496,94.30001051086508,410680715.2832854,103.54477585023989,103.82462409522324,101.81902573104256,102.23880254662528,92881896.60114156,102.00927113711576,106.33694049067756,102.00927113711576,105.40958435133678,3487942486.9084663,101.27459450676226,102.24439862759452,99.63979211388887,101.67636914068405,4443360.9917126,115.93850870594568,116.8284688972356,114.33657048538537,114.40128453777534,59144775.74647223
975.0,2025-03-13,107.09838559461376,108.90410793312088,106.6002540657436,108.09464865235404,136604637.79146773,101.30494175365595,101.64834964586387,98.72939238703758,99.22733350324108,88806980.52870713,99.27432344280444,102.75762963763972,99.1291822243292,102.17707860516718,1328324709.8565583,98.0979464404044,98.573459400841,96.76651604645797,97.57488218392416,52876146.34529311,97.5218693599869,97.5218693599869,96.06414476324892,96.35568968259652,685945193.4492012,94.30001051086508,94.60000786430672,93.6000039705094,94.30001051086508,447461032.2393389,102.09887540823912,102.14551826575985,99.11380369663527,99.58022337562724,128630878.95962338,105.5641419707209,107.72797300244191,105.40958629629806,106.49149812717278,2450296885.873565,100.81739606193398,102.78470805294135,100.78969220626637,100.99750811862106,4643058.926311569,115.04854324777492,115.33980588264214,111.3268677414701,112.1359292444014,53521545.43687004
975.0,2025-03-14,111.83063412173522,113.94769618207036,111.02117480520376,111.39477049926498,272852662.0283726,99.02128702582324,102.16346046650536,98.7809034609546,101.7685436742268,99173156.0507302,102.03194434411596,102.32221986045668,101.01597657656636,102.03194434411596,734617823.5003219,97.64620857663289,99.71468994285236,97.64620857663289,99.61958735130206,57609178.08868026,96.35568593522656,97.08454472975988,96.20991000573254,97.08454472975988,538511452.2523817,94.40000317459972,96.10000407027552,94.20000811809052,96.00001131039286,770666115.0955718,99.48693702169264,100.60633890635538,98.88059767024772,100.5596960491342,87836174.24554071,106.8006148745091,109.89180937559182,106.8006148745091,107.72797101384248,3277852989.179671,101.09448992020428,103.03408753262804,100.99751056808093,102.70157783681368,7443280.947068166,111.7475713560041,113.6731416924646,111.52103512174978,113.10680110682884,44659431.86045563
